date,team1,team1pts,team2,team2pts
2014-11-04,ORL,90.0,CHI,98.0
2014-11-04,MIL,87.0,IND,81.0
2014-11-04,PHO,112.0,LAL,106.0
2014-11-04,HOU,108.0,MIA,91.0
2014-11-04,CHO,91.0,NOP,100.0
2014-11-04,WAS,98.0,NYK,83.0
2014-11-04,CLE,82.0,POR,101.0
2014-11-04,OKC,88.0,TOR,100.0
2014-11-05,TOR,110.0,BOS,107.0
2014-11-05,MIN,98.0,BRK,91.0
2014-11-05,MIA,89.0,CHO,96.0
2014-11-05,NYK,95.0,DET,98.0
2014-11-05,LAC,104.0,GSW,121.0
2014-11-05,CHI,95.0,MIL,86.0
2014-11-05,ORL,91.0,PHI,89.0
2014-11-05,MEM,102.0,PHO,91.0
2014-11-05,DEN,109.0,SAC,131.0
2014-11-05,ATL,92.0,SAS,94.0
2014-11-05,CLE,100.0,UTA,102.0
2014-11-05,IND,94.0,WAS,96.0
2014-11-06,SAS,81.0,HOU,98.0
2014-11-06,DAL,87.0,POR,108.0
2014-11-07,IND,98.0,BOS,101.0
2014-11-07,NYK,99.0,BRK,110.0
2014-11-07,ATL,119.0,CHO,122.0
2014-11-07,CLE,110.0,DEN,101.0
2014-11-07,MIL,95.0,DET,98.0
2014-11-07,MEM,91.0,OKC,89.0
2014-11-07,MIN,103.0,ORL,112.0
2014-11-07,CHI,118.0,PHI,115.0
2014-11-07,SAC,114.0,PHO,112.0
2014-11-07,WAS,84.0,TOR,103.0
2014-11-07,DAL,105.0,UTA,82.0
2014-11-08,NYK,96.0,ATL,103.0
2014-11-08,BOS,106.0,CHI,101.0
2014-11-08,GSW,98.0,HOU,87.0
2014-11-08,WAS,97.0,IND,90.0
2014-11-08,POR,102.0,LAC,106.0
2014-11-08,MIN,92.0,MIA,102.0
2014-11-08,MEM,92.0,MIL,93.0
2014-11-08,NOP,100.0,SAS,99.0
2014-11-09,ORL,96.0,BRK,104.0
2014-11-09,MIA,105.0,DAL,96.0
2014-11-09,UTA,97.0,DET,96.0
2014-11-09,CHO,92.0,LAL,107.0
2014-11-09,SAC,93.0,OKC,101.0
2014-11-09,GSW,95.0,PHO,107.0
2014-11-09,DEN,100.0,POR,116.0
2014-11-09,PHI,88.0,TOR,120.0
2014-11-10,DET,91.0,CHI,102.0
2014-11-10,NOP,111.0,CLE,118.0
2014-11-10,UTA,86.0,IND,97.0
2014-11-10,SAS,89.0,LAC,85.0
2014-11-10,ATL,91.0,NYK,85.0
2014-11-11,SAC,98.0,DAL,106.0
2014-11-11,SAS,113.0,GSW,100.0
2014-11-11,LAL,102.0,MEM,107.0
2014-11-11,OKC,78.0,MIL,85.0
2014-11-11,CHO,100.0,POR,102.0
2014-11-11,ORL,100.0,TOR,104.0
2014-11-12,UTA,97.0,ATL,100.0
2014-11-12,OKC,109.0,BOS,94.0
2014-11-12,POR,130.0,DEN,113.0
2014-11-12,IND,81.0,MIA,75.0
2014-11-12,HOU,113.0,MIN,101.0
2014-11-12,LAL,102.0,NOP,109.0
2014-11-12,ORL,97.0,NYK,95.0
2014-11-12,BRK,104.0,PHO,112.0
2014-11-12,DET,103.0,WAS,107.0
2014-11-13,PHI,70.0,DAL,123.0
2014-11-13,BRK,99.0,GSW,107.0
2014-11-13,SAC,110.0,MEM,111.0
2014-11-13,CHI,100.0,TOR,93.0
2014-11-14,MIA,103.0,ATL,114.0
2014-11-14,CLE,122.0,BOS,121.0
2014-11-14,PHI,87.0,HOU,88.0
2014-11-14,DEN,108.0,IND,87.0
2014-11-14,SAS,93.0,LAL,80.0
2014-11-14,MIN,91.0,NOP,139.0
2014-11-14,UTA,102.0,NYK,100.0
2014-11-14,DET,96.0,OKC,89.0
2014-11-14,MIL,85.0,ORL,101.0
2014-11-14,CHO,103.0,PHO,95.0
2014-11-15,IND,99.0,CHI,90.0
2014-11-15,ATL,94.0,CLE,127.0
2014-11-15,MIN,117.0,DAL,131.0
2014-11-15,CHO,87.0,GSW,112.0
2014-11-15,PHO,107.0,LAC,120.0
2014-11-15,DET,88.0,MEM,95.0
2014-11-15,BRK,87.0,POR,97.0
2014-11-15,SAS,91.0,SAC,94.0
2014-11-15,UTA,93.0,TOR,111.0
2014-11-15,ORL,93.0,WAS,98.0
2014-11-16,GSW,136.0,LAL,115.0
2014-11-16,MIL,91.0,MIA,84.0
2014-11-16,DEN,93.0,NYK,109.0
2014-11-16,HOU,69.0,OKC,65.0
2014-11-17,PHO,118.0,BOS,114.0
2014-11-17,MIA,95.0,BRK,83.0
2014-11-17,DAL,107.0,CHO,80.0
2014-11-17,DEN,106.0,CLE,97.0
2014-11-17,ORL,107.0,DET,93.0
2014-11-17,CHI,105.0,LAC,89.0
2014-11-17,HOU,93.0,MEM,119.0
2014-11-17,NOP,93.0,POR,102.0
2014-11-17,PHI,75.0,SAS,100.0
2014-11-18,LAL,114.0,ATL,109.0
2014-11-18,NYK,113.0,MIL,117.0
2014-11-18,NOP,106.0,SAC,100.0
2014-11-18,OKC,81.0,UTA,98.0
2014-11-19,MIL,122.0,BRK,118.0
2014-11-19,SAS,92.0,CLE,90.0
2014-11-19,OKC,100.0,DEN,107.0
2014-11-19,PHO,88.0,DET,86.0
2014-11-19,LAL,98.0,HOU,92.0
2014-11-19,CHO,86.0,IND,88.0
2014-11-19,NYK,99.0,MIN,115.0
2014-11-19,LAC,114.0,ORL,90.0
2014-11-19,BOS,101.0,PHI,90.0
2014-11-19,MEM,92.0,TOR,96.0
2014-11-19,DAL,105.0,WAS,102.0
2014-11-20,LAC,110.0,MIA,93.0
2014-11-20,CHI,88.0,SAC,103.0
2014-11-21,DET,89.0,ATL,99.0
2014-11-21,ORL,105.0,CHO,100.0
2014-11-21,LAL,106.0,DAL,140.0
2014-11-21,NOP,97.0,DEN,117.0
2014-11-21,UTA,88.0,GSW,101.0
2014-11-21,BOS,100.0,MEM,117.0
2014-11-21,SAS,121.0,MIN,92.0
2014-11-21,BRK,94.0,OKC,92.0
2014-11-21,PHO,122.0,PHI,96.0
2014-11-21,CHI,87.0,POR,105.0
2014-11-21,MIL,82.0,TOR,124.0
2014-11-21,CLE,78.0,WAS,91.0
2014-11-22,TOR,110.0,CLE,93.0
2014-11-22,DAL,92.0,HOU,95.0
2014-11-22,PHO,106.0,IND,83.0
2014-11-22,WAS,111.0,MIL,100.0
2014-11-22,SAC,113.0,MIN,101.0
2014-11-22,PHI,83.0,NYK,91.0
2014-11-22,MIA,99.0,ORL,92.0
2014-11-22,BRK,87.0,SAS,99.0
2014-11-22,NOP,106.0,UTA,94.0
2014-11-23,POR,94.0,BOS,88.0
2014-11-23,DEN,101.0,LAL,94.0
2014-11-23,LAC,91.0,MEM,107.0
2014-11-23,CHO,93.0,MIA,94.0
2014-11-23,GSW,91.0,OKC,86.0
2014-11-24,LAC,113.0,CHO,92.0
2014-11-24,ORL,74.0,CLE,106.0
2014-11-24,IND,111.0,DAL,100.0
2014-11-24,NYK,86.0,HOU,91.0
2014-11-24,POR,114.0,PHI,104.0
2014-11-24,PHO,100.0,TOR,104.0
2014-11-24,CHI,97.0,UTA,95.0
2014-11-25,CHI,109.0,DEN,114.0
2014-11-25,GSW,114.0,MIA,97.0
2014-11-25,DET,86.0,MIL,98.0
2014-11-25,SAC,99.0,NOP,89.0
2014-11-25,ATL,106.0,WAS,102.0
2014-11-26,TOR,126.0,ATL,115.0
2014-11-26,POR,105.0,CHO,97.0
2014-11-26,WAS,87.0,CLE,113.0
2014-11-26,NYK,102.0,DAL,109.0
2014-11-26,LAC,104.0,DET,98.0
2014-11-26,SAC,89.0,HOU,102.0
2014-11-26,MEM,99.0,LAL,93.0
2014-11-26,MIL,103.0,MIN,86.0
2014-11-26,UTA,82.0,OKC,97.0
2014-11-26,GSW,111.0,ORL,96.0
2014-11-26,BRK,99.0,PHI,91.0
2014-11-26,DEN,112.0,PHO,120.0
2014-11-26,IND,100.0,SAS,106.0
2014-11-28,NOP,91.0,ATL,100.0
2014-11-28,CHI,109.0,BOS,102.0
2014-11-28,GSW,106.0,CHO,101.0
2014-11-28,PHO,97.0,DEN,122.0
2014-11-28,MIL,104.0,DET,88.0
2014-11-28,LAC,102.0,HOU,85.0
2014-11-28,ORL,83.0,IND,98.0
2014-11-28,MIN,120.0,LAL,119.0
2014-11-28,NYK,78.0,OKC,105.0
2014-11-28,MEM,112.0,POR,99.0
2014-11-28,SAC,104.0,SAS,112.0
2014-11-28,DAL,106.0,TOR,102.0
2014-11-29,CHO,75.0,ATL,105.0
2014-11-29,IND,97.0,CLE,109.0
2014-11-29,HOU,117.0,MIL,103.0
2014-11-29,DAL,110.0,PHI,103.0
2014-11-29,LAC,112.0,UTA,96.0
2014-11-29,NOP,80.0,WAS,83.0
2014-11-30,SAS,111.0,BOS,89.0
2014-11-30,CHI,102.0,BRK,84.0
2014-11-30,GSW,104.0,DET,93.0
2014-11-30,TOR,122.0,LAL,129.0
2014-11-30,MIA,86.0,NYK,79.0
2014-11-30,ORL,93.0,PHO,90.0
2014-11-30,MIN,93.0,POR,107.0
2014-11-30,MEM,97.0,SAC,85.0
2014-12-01,MIN,101.0,LAC,127.0
2014-12-01,SAS,109.0,PHI,103.0
2014-12-01,DEN,103.0,UTA,101.0
2014-12-01,MIA,86.0,WAS,107.0
2014-12-02,BOS,105.0,ATL,109.0
2014-12-02,DAL,132.0,CHI,129.0
2014-12-02,MIL,108.0,CLE,111.0
2014-12-02,POR,105.0,DEN,103.0
2014-12-02,LAL,106.0,DET,96.0
2014-12-02,ORL,97.0,GSW,98.0
2014-12-02,OKC,104.0,NOP,112.0
2014-12-02,BRK,98.0,NYK,93.0
2014-12-02,IND,99.0,PHO,116.0
2014-12-02,TOR,117.0,SAC,109.0
2014-12-03,DET,102.0,BOS,109.0
2014-12-03,SAS,93.0,BRK,95.0
2014-12-03,CHI,102.0,CHO,95.0
2014-12-03,MEM,96.0,HOU,105.0
2014-12-03,ORL,86.0,LAC,114.0
2014-12-03,ATL,112.0,MIA,102.0
2014-12-03,DAL,107.0,MIL,105.0
2014-12-03,PHI,85.0,MIN,77.0
2014-12-03,TOR,123.0,UTA,104.0
2014-12-03,LAL,95.0,WAS,111.0
2014-12-04,NOP,85.0,GSW,112.0
2014-12-04,CLE,90.0,NYK,87.0
2014-12-04,IND,82.0,POR,88.0
2014-12-05,LAL,96.0,BOS,113.0
2014-12-05,ATL,98.0,BRK,75.0
2014-12-05,NYK,102.0,CHO,103.0
2014-12-05,PHO,118.0,DAL,106.0
2014-12-05,SAS,107.0,MEM,101.0
2014-12-05,MIA,85.0,MIL,109.0
2014-12-05,HOU,114.0,MIN,112.0
2014-12-05,OKC,103.0,PHI,91.0
2014-12-05,IND,101.0,SAC,102.0
2014-12-05,CLE,105.0,TOR,91.0
2014-12-05,ORL,98.0,UTA,93.0
2014-12-05,DEN,89.0,WAS,119.0
2014-12-06,GSW,112.0,CHI,102.0
2014-12-06,PHI,108.0,DET,101.0
2014-12-06,PHO,95.0,HOU,100.0
2014-12-06,NOP,100.0,LAC,120.0
2014-12-06,ORL,105.0,SAC,96.0
2014-12-06,MIN,101.0,SAS,123.0
2014-12-07,DEN,84.0,ATL,96.0
2014-12-07,WAS,93.0,BOS,101.0
2014-12-07,MIL,102.0,DAL,125.0
2014-12-07,OKC,96.0,DET,94.0
2014-12-07,NOP,104.0,LAL,87.0
2014-12-07,MIA,87.0,MEM,103.0
2014-12-07,POR,103.0,NYK,99.0
2014-12-08,CLE,110.0,BRK,88.0
2014-12-08,ATL,108.0,IND,92.0
2014-12-08,PHO,120.0,LAC,121.0
2014-12-08,GSW,102.0,MIN,86.0
2014-12-08,UTA,92.0,SAC,101.0
2014-12-08,DEN,107.0,TOR,112.0
2014-12-08,BOS,132.0,WAS,133.0
2014-12-09,TOR,101.0,CLE,105.0
2014-12-09,POR,98.0,DET,86.0
2014-12-09,SAC,95.0,LAL,98.0
2014-12-09,DAL,105.0,MEM,114.0
2014-12-09,NYK,93.0,NOP,104.0
2014-12-09,MIL,101.0,OKC,114.0
2014-12-09,MIA,103.0,PHO,97.0
2014-12-09,SAS,96.0,UTA,100.0
2014-12-10,PHI,79.0,ATL,95.0
2014-12-10,BRK,80.0,CHI,105.0
2014-12-10,BOS,87.0,CHO,96.0
2014-12-10,NOP,107.0,DAL,112.0
2014-12-10,MIA,82.0,DEN,102.0
2014-12-10,HOU,93.0,GSW,105.0
2014-12-10,LAC,103.0,IND,96.0
2014-12-10,POR,82.0,MIN,90.0
2014-12-10,WAS,91.0,ORL,89.0
2014-12-10,NYK,95.0,SAS,109.0
2014-12-11,CLE,94.0,OKC,103.0
2014-12-11,HOU,113.0,SAC,109.0
2014-12-12,ORL,81.0,ATL,87.0
2014-12-12,NYK,101.0,BOS,95.0
2014-12-12,PHI,70.0,BRK,88.0
2014-12-12,POR,106.0,CHI,115.0
2014-12-12,CHO,107.0,MEM,113.0
2014-12-12,OKC,111.0,MIN,92.0
2014-12-12,CLE,114.0,NOP,119.0
2014-12-12,DET,105.0,PHO,103.0
2014-12-12,LAL,112.0,SAS,110.0
2014-12-12,IND,94.0,TOR,106.0
2014-12-12,MIA,100.0,UTA,95.0
2014-12-12,LAC,96.0,WAS,104.0
2014-12-13,BRK,114.0,CHO,87.0
2014-12-13,GSW,105.0,DAL,98.0
2014-12-13,DEN,96.0,HOU,108.0
2014-12-13,POR,95.0,IND,85.0
2014-12-13,LAC,106.0,MIL,111.0
2014-12-13,ATL,99.0,ORL,100.0
2014-12-13,MEM,120.0,PHI,115.0
2014-12-13,DET,95.0,SAC,90.0
2014-12-14,SAS,99.0,DEN,91.0
2014-12-14,CHI,93.0,MIA,75.0
2014-12-14,LAL,100.0,MIN,94.0
2014-12-14,GSW,128.0,NOP,122.0
2014-12-14,TOR,95.0,NYK,90.0
2014-12-14,PHO,88.0,OKC,112.0
2014-12-14,UTA,84.0,WAS,93.0
2014-12-15,CHI,86.0,ATL,93.0
2014-12-15,CHO,88.0,CLE,97.0
2014-12-15,LAL,91.0,IND,110.0
2014-12-15,DET,91.0,LAC,113.0
2014-12-15,BOS,105.0,PHI,87.0
2014-12-15,MIL,96.0,PHO,94.0
2014-12-15,SAS,95.0,POR,108.0
2014-12-15,ORL,82.0,TOR,95.0
2014-12-16,MIA,95.0,BRK,91.0
2014-12-16,GSW,98.0,MEM,105.0
2014-12-16,UTA,111.0,NOP,119.0
2014-12-16,DAL,107.0,NYK,87.0
2014-12-16,OKC,104.0,SAC,92.0
2014-12-16,MIN,95.0,WAS,109.0
2014-12-17,ORL,92.0,BOS,109.0
2014-12-17,PHO,111.0,CHO,106.0
2014-12-17,ATL,127.0,CLE,98.0
2014-12-17,HOU,115.0,DEN,111.0
2014-12-17,DAL,117.0,DET,106.0
2014-12-17,IND,100.0,LAC,102.0
2014-12-17,UTA,105.0,MIA,87.0
2014-12-17,MIL,97.0,POR,104.0
2014-12-17,MEM,117.0,SAS,116.0
2014-12-17,BRK,89.0,TOR,105.0
2014-12-18,NYK,97.0,CHI,103.0
2014-12-18,OKC,109.0,GSW,114.0
2014-12-18,NOP,99.0,HOU,90.0
2014-12-18,MIL,108.0,SAC,107.0
2014-12-19,MIN,98.0,BOS,114.0
2014-12-19,BRK,91.0,CLE,95.0
2014-12-19,LAC,106.0,DEN,109.0
2014-12-19,TOR,110.0,DET,100.0
2014-12-19,OKC,104.0,LAL,103.0
2014-12-19,CHI,103.0,MEM,97.0
2014-12-19,WAS,105.0,MIA,103.0
2014-12-19,UTA,101.0,ORL,94.0
2014-12-19,CHO,109.0,PHI,91.0
2014-12-19,POR,129.0,SAS,119.0
2014-12-20,UTA,86.0,CHO,104.0
2014-12-20,SAS,93.0,DAL,99.0
2014-12-20,IND,73.0,DEN,76.0
2014-12-20,ATL,104.0,HOU,97.0
2014-12-20,MIL,102.0,LAC,106.0
2014-12-20,POR,114.0,NOP,88.0
2014-12-20,PHO,99.0,NYK,90.0
2014-12-21,DET,105.0,BRK,110.0
2014-12-21,MEM,91.0,CLE,105.0
2014-12-21,BOS,84.0,MIA,100.0
2014-12-21,IND,100.0,MIN,96.0
2014-12-21,NOP,101.0,OKC,99.0
2014-12-21,PHI,96.0,ORL,88.0
2014-12-21,LAL,101.0,SAC,108.0
2014-12-21,NYK,108.0,TOR,118.0
2014-12-21,PHO,104.0,WAS,92.0
2014-12-22,TOR,120.0,CHI,129.0
2014-12-22,DEN,82.0,CHO,110.0
2014-12-22,ATL,105.0,DAL,102.0
2014-12-22,SAC,108.0,GSW,128.0
2014-12-22,POR,95.0,HOU,110.0
2014-12-22,UTA,97.0,MEM,91.0
2014-12-22,LAC,118.0,SAS,125.0
2014-12-23,LAC,104.0,ATL,107.0
2014-12-23,DEN,96.0,BRK,102.0
2014-12-23,MIN,104.0,CLE,125.0
2014-12-23,NOP,84.0,IND,96.0
2014-12-23,GSW,105.0,LAL,115.0
2014-12-23,PHI,91.0,MIA,87.0
2014-12-23,CHO,108.0,MIL,101.0
2014-12-23,POR,115.0,OKC,111.0
2014-12-23,BOS,95.0,ORL,100.0
2014-12-23,DAL,115.0,PHO,124.0
2014-12-23,CHI,99.0,WAS,91.0
2014-12-25,LAL,93.0,CHI,113.0
2014-12-25,GSW,86.0,LAC,100.0
2014-12-25,CLE,91.0,MIA,101.0
2014-12-25,WAS,102.0,NYK,91.0
2014-12-25,OKC,114.0,SAS,106.0
2014-12-26,MIL,107.0,ATL,77.0
2014-12-26,BRK,109.0,BOS,107.0
2014-12-26,LAL,98.0,DAL,102.0
2014-12-26,MIN,102.0,DEN,106.0
2014-12-26,IND,109.0,DET,119.0
2014-12-26,HOU,117.0,MEM,111.0
2014-12-26,SAS,90.0,NOP,97.0
2014-12-26,CHO,75.0,OKC,98.0
2014-12-26,CLE,98.0,ORL,89.0
2014-12-26,PHI,93.0,POR,114.0
2014-12-26,PHO,115.0,SAC,106.0
2014-12-27,IND,110.0,BRK,85.0
2014-12-27,NOP,100.0,CHI,107.0
2014-12-27,ORL,102.0,CHO,94.0
2014-12-27,MIN,97.0,GSW,110.0
2014-12-27,TOR,110.0,LAC,98.0
2014-12-27,MEM,103.0,MIA,95.0
2014-12-27,ATL,90.0,MIL,85.0
2014-12-27,NYK,129.0,SAC,135.0
2014-12-27,PHI,71.0,UTA,88.0
2014-12-27,BOS,88.0,WAS,101.0
2014-12-28,DET,103.0,CLE,80.0
2014-12-28,OKC,107.0,DAL,112.0
2014-12-28,TOR,116.0,DEN,102.0
2014-12-28,PHO,116.0,LAL,107.0
2014-12-28,NYK,79.0,POR,101.0
2014-12-28,HOU,106.0,SAS,110.0
2014-12-29,SAC,99.0,BRK,107.0
2014-12-29,MIL,104.0,CHO,94.0
2014-12-29,WAS,104.0,HOU,103.0
2014-12-29,CHI,92.0,IND,90.0
2014-12-29,UTA,97.0,LAC,101.0
2014-12-29,ORL,102.0,MIA,101.0
2014-12-30,CLE,101.0,ATL,109.0
2014-12-30,BRK,96.0,CHI,82.0
